first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Odysseas,Vlachodimos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK
Nick,Pope,0,0,41,900,10,0.0,288.4,0.0,2,161,28.8,3,0,1,6.7,50,GK
John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
Fabian,Schär,1,0,20,657,8,27.2,116.4,46.0,0,76,18.5,2,1,4,1.1,54,DEF
Matt,Targett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,DEF
Sandro,Tonali,0,0,10,387,5,51.0,55.4,71.0,0,62,17.7,1,0,3,0.3,55,MID
Kieran,Trippier,0,0,13,278,3,65.7,44.6,11.0,2,46,12.1,1,0,0,3.7,56,DEF
Joe,White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID
Joe,Willock,0,1,12,254,2,80.0,46.0,26.0,0,48,15.3,1,0,1,0.2,48,MID
Callum,Wilson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,69,FWD
Miodrag,Pivaš,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
William,Osula,0,0,3,9,1,0.0,1.0,2.0,0,7,0.3,0,0,0,0.2,50,FWD
Álex,Moreno Lopera,0,1,26,526,5,51.1,74.0,12.0,1,98,13.7,3,0,2,0.6,44,DEF
Ola,Aina,1,0,44,861,6,80.8,146.0,10.0,5,189,23.7,4,0,1,7.6,46,DEF
Elliot,Anderson,0,3,27,596,7,162.0,140.8,124.0,2,156,42.6,3,0,3,0.2,50,MID
Taiwo,Awoniyi,0,0,7,105,1,5.4,7.8,41.0,0,18,5.0,0,0,0,0.3,56,FWD
Willy,Boly,0,0,3,91,1,0.2,32.0,17.0,0,13,4.9,0,0,0,0.1,43,DEF
Josh,Bowler,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Carlos Miguel,dos Santos Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,GK
Eric,da Silva Moreira,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,45,MID
Danilo,dos Santos de Oliveira,0,0,1,14,0,0.1,0.0,0.0,0,1,0.0,0,0,0,0.0,47,MID
Emmanuel,Dennis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,49,FWD
Nicolás,Domínguez,0,0,10,444,3,33.9,65.4,55.0,0,46,15.4,2,0,3,0.0,48,MID
Anthony,Elanga,0,1,20,559,5,144.0,55.2,96.0,0,68,29.7,3,0,1,0.9,52,MID
Morgan,Gibbs-White,1,0,20,569,5,157.0,96.0,169.0,2,80,42.2,3,1,1,1.1,63,MID
Callum,Hudson-Odoi,2,1,35,726,5,208.1,117.6,131.0,1,177,45.6,4,0,1,2.0,54,MID
Alex,Mighten,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Murillo,Santiago Costa dos Santos,0,0,37,900,7,75.3,201.0,43.0,3,166,32.1,4,0,1,1.2,45,DEF
Neco,Williams,0,0,13,369,2,62.6,79.2,74.0,0,56,21.7,1,0,3,0.4,44,DEF
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Lewis,O'Brien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Andrew,Omobamidele,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,DEF
Jonathan,Panzo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Ibrahim,Sangaré,0,0,4,212,2,16.4,38.8,19.0,0,26,7.4,1,0,2,1.1,44,MID
Matz,Sels,0,1,48,900,7,0.1,205.0,0.0,6,159,20.6,4,0,2,5.7,46,GK
Harry,Toffolo,0,0,1,36,1,3.0,9.6,6.0,0,0,1.9,0,0,0,0.1,43,DEF
Hwang,Ui-jo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,45,FWD
Chris,Wood,8,0,65,798,6,72.4,256.4,289.0,14,264,62.0,5,0,1,18.7,64,FWD
Joe,Worrall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Ryan,Yates,1,1,29,716,4,115.5,124.6,119.0,3,121,35.9,3,0,2,0.3,49,MID
James,Ward-Prowse,0,0,6,302,5,29.1,31.6,9.0,0,30,7.0,1,1,0,0.6,62,MID
Nikola,Milenković,0,1,35,810,6,33.7,125.6,49.0,0,136,20.8,4,0,1,1.0,45,DEF
João Pedro,Ferreira Silva,0,1,11,181,0,35.3,45.0,57.0,0,42,13.8,0,0,1,0.1,59,MID
Ramón,Sosa,1,0,11,77,0,44.2,49.4,36.0,0,49,13.0,0,0,0,0.0,55,MID
Felipe,Rodrigues da Silva,0,0,5,65,0,1.6,31.4,0.0,0,25,3.3,0,0,0,0.0,45,DEF
Aaron,Ramsdale,0,0,24,720,17,0.0,215.2,0.0,0,98,21.5,1,0,0,2.1,44,GK
Cameron,Archer,2,0,25,521,9,13.9,81.4,203.0,4,74,30.0,1,0,0,2.6,50,FWD
Lesley,Ugochukwu,0,0,5,140,6,24.6,15.8,6.0,0,14,4.7,0,0,0,0.4,45,MID
Ryan,Fraser,0,0,1,140,7,12.4,16.8,9.0,0,6,3.0,0,1,0,0.0,48,MID
Carlos,Alcaraz Durán,0,0,1,9,0,15.9,8.4,19.0,0,4,4.3,0,0,0,0.0,49,MID
Samuel,Amo-Ameyaw,0,0,1,9,0,15.0,4.0,6.0,0,4,2.5,0,0,0,0.1,45,MID
Joe,Aribo,1,0,21,526,12,71.3,99.0,90.0,2,102,26.2,0,0,0,0.1,49,MID
Adam,Armstrong,1,0,12,364,5,28.1,13.6,79.0,0,45,12.0,1,0,2,0.6,51,FWD
Gavin,Bazunu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK
Jan,Bednarek,0,0,16,890,19,43.4,235.6,8.0,0,94,28.6,1,0,3,3.2,40,DEF
Armel,Bella-Kotchap,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,39,DEF
James,Bree,0,0,1,13,0,10.7,3.6,0.0,0,4,1.4,0,0,0,0.2,39,DEF
Shea,Charles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Samuel,Edozie,0,0,1,64,0,19.0,9.8,22.0,0,6,5.1,0,0,1,0.0,49,MID
Ronnie,Edwards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF
Taylor,Harwood-Bellis,1,0,22,769,15,82.4,202.8,85.0,0,94,37.1,1,0,3,10.2,41,DEF
Kamaldeen,Sulemana,0,0,2,15,1,0.3,7.0,5.0,0,7,1.2,0,0,0,0.0,50,MID
Adam,Lallana,0,2,10,217,2,32.5,52.8,15.0,1,42,10.0,0,0,3,0.0,50,MID
Juan,Larios López,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Mateusz,Lis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Joe,Lumley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK
Ryan,Manning,0,1,7,284,5,62.8,35.0,12.0,0,16,10.9,0,0,1,0.1,43,DEF
Sékou,Mara,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,FWD
Alex,McCarthy,0,0,6,180,2,0.0,52.0,0.0,0,21,5.2,0,0,0,0.2,44,GK
Paul,Onuachu,0,0,3,42,3,10.2,5.8,30.0,0,6,4.6,0,0,1,0.2,49,FWD
Will,Smallbone,0,0,6,240,5,57.1,22.6,32.0,0,31,11.1,0,0,0,0.0,50,MID
Jack,Stephens,0,0,10,516,9,40.4,57.0,11.0,0,50,10.8,1,1,1,0.6,40,DEF
Ross,Stewart,0,0,3,130,2,6.7,5.8,9.0,0,5,2.1,0,0,1,2.6,46,FWD
Sugawara,Yukinari,1,1,23,637,15,132.2,149.0,47.0,0,95,32.7,1,0,2,0.2,45,DEF
Charlie,Taylor,0,0,5,207,5,25.4,67.0,2.0,0,31,9.5,0,0,1,4.3,39,DEF
Kyle,Walker-Peters,0,1,18,710,15,74.2,113.4,64.0,0,90,25.1,1,0,1,0.3,44,DEF
Nathan,Wood-Gordon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,40,DEF
Maxwel,Cornet,0,0,1,71,4,3.5,11.6,7.0,0,12,2.2,0,0,1,0.0,48,MID
Flynn,Downes,0,0,17,896,19,183.4,113.2,61.0,0,132,35.8,1,0,4,0.1,48,MID
Ben,Brereton Díaz,0,0,9,389,8,61.6,17.8,76.0,0,30,15.7,0,0,1,0.2,51,MID
Tyler,Dibling,1,0,20,521,13,112.8,85.4,93.0,3,78,29.2,1,0,4,3.2,46,MID
Mateus Gonçalo,Espanha Fernandes,0,1,18,618,11,104.5,94.4,67.0,0,93,26.6,2,0,3,0.0,50,MID
Dominic,Solanke-Mitchell,2,1,25,617,8,71.3,133.0,230.0,0,94,43.4,1,0,0,10.9,76,FWD
Ashley,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,GK
Rodrigo,Bentancur,0,0,11,394,6,49.3,49.2,37.0,0,75,13.6,1,0,3,0.2,50,MID
Lucas,Bergvall,0,0,5,46,0,31.5,14.0,8.0,0,19,5.3,0,0,0,0.7,45,MID
Yves,Bissouma,2,0,23,356,4,54.6,132.2,26.0,4,117,21.3,1,0,2,0.5,49,MID
Bryan,Gil Salvatierra,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Ben,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,DEF
Alfie,Devine,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Radu,Drăgușin,0,0,2,99,2,1.7,19.4,6.0,0,8,2.7,0,0,0,0.2,43,DEF
Emerson,Leite de Souza Junior,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Fraser,Forster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,GK
Archie,Gray,0,0,4,34,0,2.9,9.0,0.0,0,10,1.2,0,0,0,0.1,47,MID
Pierre-Emile,Højbjerg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Brennan,Johnson,3,2,39,693,9,127.0,157.0,348.0,1,124,63.3,2,0,2,9.8,67,MID
Dejan,Kulusevski,2,1,34,678,9,300.0,181.4,264.0,5,126,74.4,2,0,3,3.7,63,MID
Giovani,Lo Celso,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
James,Maddison,2,4,45,669,10,330.7,256.2,253.0,6,213,84.0,2,0,2,6.8,76,MID
Pedro,Porro,1,0,30,807,10,272.0,221.0,94.0,1,140,58.8,2,0,1,28.0,55,DEF
Sergio,Reguilón,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,DEF
Richarlison,de Andrade,0,0,3,62,0,3.1,4.2,11.0,0,7,1.7,0,0,1,0.4,68,FWD
Cristian,Romero,1,0,32,810,10,70.7,223.2,135.0,2,161,43.1,2,0,0,9.6,51,DEF
Pape Matar,Sarr,0,2,15,284,2,66.5,83.4,44.0,0,78,19.4,0,0,1,0.2,48,MID
Dane,Scarlett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD
Manor,Solomon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID
Son,Heung-min,3,2,41,519,6,210.3,200.8,169.0,7,176,58.0,1,0,0,5.7,99,MID
Djed,Spence,0,0,2,63,0,7.5,9.6,2.0,0,8,1.9,0,0,1,0.1,44,DEF
Destiny,Udogie,0,1,20,744,10,123.6,145.2,88.0,0,109,35.7,1,0,2,2.9,49,DEF
Micky,van de Ven,0,2,27,710,8,36.3,148.0,36.0,2,128,22.1,2,0,4,8.8,47,DEF
Alejo,Véliz,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,FWD
Guglielmo,Vicario,0,0,26,810,10,0.0,201.6,0.0,0,144,20.1,2,0,1,3.6,50,GK
Timo,Werner,0,1,13,240,4,45.2,45.8,80.0,0,41,17.1,1,0,0,0.2,62,MID
Alfie,Whiteman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,40,GK
Will,Lankshear,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,45,FWD
Mikey,Moore,0,0,5,82,1,2.5,1.8,7.0,0,12,1.0,0,0,0,0.4,45,MID
Wilson,Odobert,0,0,6,160,1,40.5,10.0,42.0,0,12,9.2,1,0,0,0.0,53,MID
Aaron,Wan-Bissaka,0,0,12,748,17,126.4,139.4,37.0,0,65,30.2,0,0,0,1.6,44,DEF
Edson,Álvarez Velázquez,0,0,6,407,10,57.4,54.0,12.0,0,44,12.4,0,1,2,0.1,50,MID
Michail,Antonio,1,4,35,602,12,90.1,62.0,145.0,3,100,28.9,2,0,1,2.9,54,FWD
Alphonse,Areola,0,0,15,675,14,0.0,159.6,0.0,0,56,16.0,1,0,0,6.2,44,GK
Jarrod,Bowen,3,3,47,877,18,298.7,242.6,256.0,2,184,79.7,1,0,0,6.9,74,MID
Vladimír,Coufal,0,0,9,198,3,17.5,19.2,1.0,0,18,3.5,1,0,0,0.5,43,DEF
Aaron,Cresswell,0,0,3,26,0,11.8,4.8,1.0,0,9,1.8,0,0,1,1.7,40,DEF
George,Earthy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Emerson,Palmieri dos Santos,0,0,13,761,18,129.5,110.8,55.0,0,51,29.3,1,0,3,0.5,44,DEF
Łukasz,Fabiański,0,0,6,225,5,0.0,45.2,0.0,0,17,4.5,0,0,0,17.5,40,GK
Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,GK
Danny,Ings,1,2,18,47,1,10.8,55.6,42.0,4,60,10.9,0,0,0,2.2,50,FWD
Max,Kilman,0,1,21,900,19,69.1,202.6,24.0,3,89,29.6,1,0,3,2.2,45,DEF
Mohammed,Kudus,2,0,23,662,15,105.3,140.8,282.0,0,101,52.8,1,1,0,2.7,62,MID
Luis Guilherme,Lira dos Santos,0,0,1,4,0,0.1,0.0,0.0,0,4,0.0,0,0,0,0.0,48,MID
Lucas,Tolentino Coelho de Lima,2,0,26,721,16,150.1,126.8,102.0,1,98,37.5,1,0,4,1.5,59,MID
Konstantinos,Mavropanos,0,0,16,650,12,10.0,155.6,36.0,2,74,20.3,1,0,1,0.2,45,DEF
Nayef,Aguerd,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF
Tomáš,Souček,2,1,29,562,12,112.4,148.0,164.0,4,100,42.2,1,0,3,2.5,50,MID
Kurt,Zouma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,DEF
Andy,Irving,0,0,2,30,0,2.6,8.4,7.0,0,10,1.8,0,0,1,0.0,48,MID
Crysencio,Summerville,1,0,15,259,6,76.1,72.0,71.0,2,60,21.8,0,0,1,0.5,57,MID
Guido,Rodríguez,0,0,16,733,16,29.8,103.6,9.0,0,103,14.3,1,0,3,0.1,49,MID
Niclas,Füllkrug,0,0,3,63,2,2.5,2.6,29.0,0,3,3.5,0,0,0,0.9,67,FWD
Jean-Clair,Todibo,0,0,8,412,10,12.1,84.4,12.0,0,41,10.9,0,0,0,0.3,44,DEF
Kaelan,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
Carlos,Soler,0,0,4,240,2,43.4,19.2,33.0,0,13,9.4,0,0,3,0.0,50,MID
Sam,Johnstone,0,0,10,450,13,10.0,155.8,0.0,0,31,16.6,0,0,0,0.4,44,GK
Rayan,Aït-Nouri,3,2,31,816,25,145.7,239.6,127.0,2,61,51.3,0,0,4,10.5,46,DEF
Boubacar,Traoré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,MID
Jean-Ricner,Bellegarde,1,1,22,412,10,70.3,76.4,49.0,0,64,19.3,2,0,1,0.1,50,MID
Daniel,Bentley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,40,GK
Francisco Jorge,Tomás Oliveira,0,0,1,6,0,14.3,3.0,2.0,0,4,1.9,0,0,0,0.1,45,MID
Tawanda,Chirewa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Leon,Chiwome,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.7,45,FWD
Luke,Cundle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID
Matheus,Santos Carneiro Da Cunha,4,1,46,778,23,235.5,223.2,263.0,9,237,72.2,0,0,1,5.9,66,FWD
Craig,Dawson,0,1,12,641,17,28.3,136.2,43.0,0,43,20.8,0,0,1,0.2,44,DEF
Matt,Doherty,0,0,2,208,9,16.0,40.8,15.0,0,2,7.2,0,0,0,0.2,43,DEF
Tommy,Doyle,0,1,13,262,7,38.0,43.6,7.0,0,59,8.9,0,0,0,0.0,48,MID
Fábio,Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,FWD
Nathan,Fraser,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.1,45,FWD
Enso,González,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Gonçalo Manuel,Ganchinho Guedes,0,1,10,87,5,27.1,14.2,6.0,0,37,4.7,0,0,0,0.1,53,MID
Hugo,Bueno López,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Hwang,Hee-chan,0,0,7,252,9,36.1,16.4,10.0,0,28,6.2,0,0,0,0.3,61,MID
Joe,Hodge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,MID
Ki-Jana,Hoever,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
João Victor,Gomes da Silva,1,0,20,820,22,65.0,80.2,21.0,0,115,16.6,0,0,4,0.1,49,MID
José,Malheiro de Sá,0,0,7,432,13,10.0,101.8,0.0,0,27,11.2,0,0,0,1.6,43,GK
Saša,Kalajdžić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,FWD
Tom,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,40,GK
Mario,Lemina,1,1,28,773,24,81.7,187.8,86.0,4,141,35.4,0,0,2,0.4,50,MID
Yerson,Mosquera,0,0,3,441,12,27.3,110.2,21.0,0,24,16.0,0,0,2,0.6,40,DEF
Nélson,Cabral Semedo,0,2,12,672,17,72.3,142.0,55.0,0,31,27.0,0,0,4,0.2,45,DEF
Pedro,Cardoso de Lima,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,40,DEF
Daniel,Castelo Podence,0,0,2,46,2,1.1,3.0,1.0,0,9,0.4,0,0,0,0.0,55,MID
Rodrigo,Martins Gomes,0,0,5,116,6,6.7,9.0,14.0,0,15,2.8,0,0,0,0.1,52,MID
Santiago,Bueno,0,0,5,336,9,2.9,68.2,17.0,0,17,8.8,0,0,0,0.1,43,DEF
Pablo,Sarabia,0,0,4,134,3,46.2,19.6,40.0,0,19,10.6,0,0,1,0.1,51,MID
Jørgen,Strand Larsen,4,1,41,805,22,68.4,154.2,199.0,3,176,41.9,1,0,1,1.9,55,FWD
Toti António,Gomes,0,1,6,647,20,17.4,107.4,13.0,0,16,13.7,0,0,4,0.2,43,DEF
Bastien,Meupiyou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF
André,Trindade da Costa Neto,0,0,8,362,11,40.1,57.0,12.0,0,67,10.9,0,0,2,0.0,50,MID
Carlos Roberto,Forbs Borges,0,0,4,181,7,20.5,18.4,27.0,0,22,6.4,0,0,2,0.0,55,MID
Alfie,Pond,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
